project_id,work_name,category,mp_name,state,district,agency_name,sanction_date,expected_completion,actual_completion,estimated_cost,sanctioned_amount,released_amount,expenditure,progress_percentage,latitude,longitude,status,is_cost_anomaly,is_exp_anomaly,is_progress_anomaly,is_delay,is_duplicate
MPLAD-2024-02900,Construction of Health in District_12,Health,MP_29,Maharashtra,District_12,Agency_6,2023-12-26,2024-09-28,,4374769.61,4284340.79,3544982.82,1836506.55,43.81,28.800879,78.693756,In Progress,False,False,False,False,False
MPLAD-2024-02901,Construction of Sanitation in District_4,Sanitation,MP_7,Karnataka,District_4,Agency_10,2023-07-12,2024-01-27,2024-05-08,1861642.82,1868648.31,1712794.45,2105741.94,100.0,16.089124,95.524832,Delayed,False,True,False,True,False
MPLAD-2024-02902,Construction of Community Hall in District_11,Community Hall,MP_22,Maharashtra,District_11,Agency_11,2023-05-13,2023-12-23,,2437107.66,2316130.67,2063303.25,1680918.8,67.18,36.562223,85.633806,In Progress,False,False,False,False,False
MPLAD-2024-02903,Construction of Education in District_17,Education,MP_49,Karnataka,District_17,Agency_9,2023-04-29,2024-03-01,,3003117.96,2967747.02,2817390.21,1717998.25,55.41,11.549913,90.014454,In Progress,False,False,False,False,False
MPLAD-2024-02904,Construction of Roads in District_10,Roads,MP_44,Uttar Pradesh,District_10,Agency_9,2023-10-18,2024-07-14,,3382197.12,3419085.45,2083027.26,1651894.31,50.88,18.378767,91.239067,In Progress,False,False,False,False,False
MPLAD-2024-02905,Construction of Roads in District_8,Roads,MP_1,Maharashtra,District_8,Agency_28,2023-03-12,2023-10-16,,2395162.35,5408608.23,2795520.59,2091116.69,42.29,36.456093,76.170825,In Progress,True,False,False,False,False
MPLAD-2024-02906,Construction of Education in District_13,Education,MP_38,Gujarat,District_13,Agency_16,2023-11-30,2024-09-18,,2765596.36,2644733.69,2477244.44,1872443.71,69.17,11.270346,95.456251,In Progress,False,False,False,False,False
MPLAD-2024-02907,Construction of Education in District_13,Water Supply,MP_35,Gujarat,District_8,Agency_12,2023-06-16,2024-06-03,,3120876.19,3053130.69,2061191.62,1281677.25,42.83,11.270446,95.456351,In Progress,False,False,False,False,True
MPLAD-2024-02908,Construction of Sanitation in District_9,Sanitation,MP_2,Uttar Pradesh,District_9,Agency_25,2023-07-04,2024-01-08,,2841523.5,2934299.06,2087908.54,1281011.68,47.88,16.812739,77.388003,In Progress,False,False,False,False,False
MPLAD-2024-02909,Construction of Sanitation in District_9,Water Supply,MP_16,Tamil Nadu,District_1,Agency_9,2023-04-07,2024-02-02,,4958771.47,4777244.48,4205250.64,3873522.56,81.27,16.812839,77.388103,In Progress,False,False,False,False,True
MPLAD-2024-02910,Construction of Community Hall in District_6,Community Hall,MP_32,Karnataka,District_6,Agency_19,2023-12-30,2024-07-28,,1446275.97,1434154.39,1283587.37,895199.76,61.57,24.146895,84.869027,In Progress,False,False,False,False,False
MPLAD-2024-02911,Construction of Health in District_10,Health,MP_40,Tamil Nadu,District_10,Agency_24,2023-02-13,2024-02-06,,4425185.24,4340378.97,3953371.82,2983491.85,66.0,16.558655,78.472988,In Progress,False,False,False,False,False
MPLAD-2024-02912,Construction of Health in District_5,Health,MP_31,Karnataka,District_5,Agency_11,2023-08-01,2024-07-29,,3490772.97,3396805.46,3261499.76,4337680.64,48.02,9.345726,77.93573,In Progress,False,True,True,False,False
MPLAD-2024-02913,Construction of Water Supply in District_9,Water Supply,MP_20,Uttar Pradesh,District_9,Agency_15,2023-06-13,2024-05-07,,1091230.64,1066378.06,992801.43,512756.49,47.47,11.409445,80.088379,In Progress,False,False,False,False,False
MPLAD-2024-02914,Construction of Roads in District_7,Roads,MP_36,Karnataka,District_7,Agency_8,2023-09-21,2024-08-21,,4355406.34,4409008.77,3828686.98,2515818.16,62.13,28.568601,80.232166,In Progress,False,False,False,False,False
MPLAD-2024-02915,Construction of Community Hall in District_2,Community Hall,MP_6,Maharashtra,District_2,Agency_15,2023-03-06,2024-02-23,,2705859.2,6544618.84,5158483.93,4218972.57,63.4,14.48709,88.983219,In Progress,True,False,False,False,False
MPLAD-2024-02916,Construction of Community Hall in District_15,Community Hall,MP_26,Tamil Nadu,District_15,Agency_3,2023-10-17,2024-06-30,,3431295.09,3431755.87,2786621.7,1654496.76,51.05,35.496721,93.841991,In Progress,False,False,False,False,False
MPLAD-2024-02917,Construction of Health in District_8,Health,MP_21,Uttar Pradesh,District_8,Agency_23,2023-10-05,2024-05-23,,2285742.98,2264258.32,2047344.97,1571957.02,70.09,34.872617,83.544724,In Progress,False,False,False,False,False
MPLAD-2024-02918,Construction of Health in District_8,Community Hall,MP_46,Gujarat,District_16,Agency_12,2023-10-12,2024-05-10,,3059754.72,2919623.64,1561147.52,785786.65,29.14,34.872717,83.544824,In Progress,False,False,False,False,True
MPLAD-2024-02919,Construction of Education in District_11,Education,MP_25,Karnataka,District_11,Agency_9,2023-02-12,2023-11-06,,4381547.79,4429414.58,3564574.92,2257946.1,54.38,12.809069,69.541338,In Progress,False,False,False,False,False
MPLAD-2024-02920,Construction of Community Hall in District_17,Community Hall,MP_30,Maharashtra,District_17,Agency_2,2023-02-07,2024-02-06,,1766413.43,1725386.22,1106240.91,886907.77,48.5,27.623091,70.642833,In Progress,False,False,False,False,False
MPLAD-2024-02921,Construction of Sanitation in District_4,Sanitation,MP_27,Maharashtra,District_4,Agency_4,2023-07-15,2024-07-11,,1588809.84,3191635.29,3066995.24,2719827.98,93.21,26.863893,87.598631,In Progress,True,False,False,False,False
MPLAD-2024-02922,Construction of Sanitation in District_8,Sanitation,MP_4,Gujarat,District_8,Agency_25,2023-06-04,2024-04-04,,3500092.0,3543079.75,2032169.43,1513321.07,41.74,20.833579,83.184417,In Progress,False,False,False,False,False
MPLAD-2024-02923,Construction of Community Hall in District_18,Community Hall,MP_42,Gujarat,District_18,Agency_25,2023-12-09,2024-10-07,,1513584.69,1492316.97,793501.91,746566.8,46.21,15.497217,93.847495,In Progress,False,False,False,False,False
MPLAD-2024-02924,Construction of Community Hall in District_15,Community Hall,MP_1,Karnataka,District_15,Agency_2,2023-03-17,2023-12-09,,2930840.18,2824051.27,1954569.01,1079196.9,35.92,9.508866,80.708597,In Progress,False,False,False,False,False
MPLAD-2024-02925,Construction of Roads in District_3,Roads,MP_49,Uttar Pradesh,District_3,Agency_21,2023-03-25,2023-11-02,,4226544.49,4262879.74,3423828.43,2020958.6,9.63,32.512021,70.547829,In Progress,False,False,True,False,False
MPLAD-2024-02926,Construction of Sanitation in District_14,Sanitation,MP_43,Maharashtra,District_14,Agency_13,2023-07-04,2024-07-02,2024-06-15,4431722.61,4424494.49,4064224.34,4987626.55,100.0,29.796541,90.764889,Completed,False,True,False,False,False
MPLAD-2024-02927,Construction of Sanitation in District_14,Sanitation,MP_5,Tamil Nadu,District_15,Agency_14,2023-03-10,2023-10-03,,1918578.71,2009302.8,1089534.5,578353.6,29.33,29.796641,90.764989,In Progress,False,False,False,False,True
MPLAD-2024-02928,Construction of Roads in District_16,Roads,MP_1,Uttar Pradesh,District_16,Agency_27,2023-08-17,2024-02-24,,2619783.12,2495419.77,1999949.61,1260694.65,49.84,22.165615,69.870866,In Progress,False,False,False,False,False
MPLAD-2024-02929,Construction of Roads in District_17,Roads,MP_49,Gujarat,District_17,Agency_24,2023-10-24,2024-06-17,,2943927.14,2922236.19,2502229.41,1978136.61,63.43,13.978029,75.279179,In Progress,False,False,False,False,False
MPLAD-2024-02930,Construction of Community Hall in District_19,Community Hall,MP_33,Maharashtra,District_19,Agency_8,2023-12-22,2024-12-13,,1715801.76,1742776.43,1737922.95,1378952.8,80.81,19.88791,77.064828,In Progress,False,False,False,False,False
MPLAD-2024-02931,Construction of Sanitation in District_14,Sanitation,MP_44,Karnataka,District_14,Agency_6,2023-05-27,2024-05-13,,4644295.03,4862113.33,3638747.7,2294558.72,49.74,11.841247,90.202059,In Progress,False,False,False,False,False
MPLAD-2024-02932,Construction of Water Supply in District_15,Water Supply,MP_9,Tamil Nadu,District_15,Agency_14,2023-11-03,2024-09-08,2024-09-05,4275793.5,4115410.17,4067797.9,3837888.12,100.0,22.385009,75.13615,Completed,False,False,False,False,False
MPLAD-2024-02933,Construction of Sanitation in District_16,Sanitation,MP_31,Tamil Nadu,District_16,Agency_19,2023-04-10,2023-12-24,,3328037.12,3301390.81,1990653.89,1374853.83,43.01,10.056486,77.669122,In Progress,False,False,False,False,False
MPLAD-2024-02934,Construction of Education in District_6,Education,MP_28,Maharashtra,District_6,Agency_6,2023-04-21,2023-11-19,,1071179.56,1097905.01,900661.58,475731.66,47.36,8.656025,85.108859,In Progress,False,False,False,False,False
MPLAD-2024-02935,Construction of Health in District_6,Health,MP_24,Tamil Nadu,District_6,Agency_15,2023-01-17,2023-11-11,,4105469.85,4223664.81,2184236.87,3194590.69,81.97,24.280321,81.980413,In Progress,False,True,False,False,False
MPLAD-2024-02936,Construction of Roads in District_8,Roads,MP_22,Karnataka,District_8,Agency_3,2023-05-20,2024-03-14,,1179469.85,1186777.16,836309.45,708992.11,58.59,27.823844,70.940836,In Progress,False,False,False,False,False
MPLAD-2024-02937,Construction of Roads in District_11,Roads,MP_46,Uttar Pradesh,District_11,Agency_18,2023-01-13,2023-07-27,,1531809.08,1476619.56,771921.7,573999.42,41.16,25.701925,84.673692,In Progress,False,False,False,False,False
MPLAD-2024-02938,Construction of Education in District_14,Education,MP_39,Karnataka,District_14,Agency_7,2023-05-13,2023-12-12,,3722495.71,3662803.75,2494285.24,1599888.29,45.53,12.68757,68.377733,In Progress,False,False,False,False,False
MPLAD-2024-02939,Construction of Community Hall in District_6,Community Hall,MP_34,Karnataka,District_6,Agency_8,2023-04-23,2024-02-24,,3384785.79,3534522.4,2844244.17,2424191.24,70.96,22.425663,88.83338,In Progress,False,False,False,False,False
MPLAD-2024-02940,Construction of Community Hall in District_6,Sanitation,MP_3,Uttar Pradesh,District_4,Agency_8,2023-12-24,2024-12-20,,4296416.5,4178149.74,2791276.61,1676654.49,39.75,22.425763,88.83348,In Progress,False,False,False,False,True
MPLAD-2024-02941,Construction of Community Hall in District_10,Community Hall,MP_10,Gujarat,District_10,Agency_21,2023-08-17,2024-02-15,,2497867.56,2587882.52,1960805.37,1452862.76,20.11,22.225275,87.765169,In Progress,False,False,True,False,False
MPLAD-2024-02942,Construction of Education in District_18,Education,MP_33,Maharashtra,District_18,Agency_7,2023-02-12,2023-09-12,,1342578.66,1299432.44,912446.0,659404.27,55.47,36.148897,92.684716,In Progress,False,False,False,False,False
MPLAD-2024-02943,Construction of Sanitation in District_9,Sanitation,MP_30,Maharashtra,District_9,Agency_8,2023-11-25,2024-10-30,,2262395.34,2367376.89,1999653.26,1353411.43,59.48,8.479159,72.238486,In Progress,False,False,False,False,False
MPLAD-2024-02944,Construction of Community Hall in District_16,Community Hall,MP_27,Maharashtra,District_16,Agency_19,2023-12-01,2024-11-05,,4318742.85,4381612.36,2988686.18,2167694.05,53.48,26.315765,79.546329,In Progress,False,False,False,False,False
MPLAD-2024-02945,Construction of Community Hall in District_10,Community Hall,MP_20,Tamil Nadu,District_10,Agency_24,2023-12-07,2024-11-29,,1481306.63,1450754.21,1435042.71,999956.96,68.54,22.459343,93.639017,In Progress,False,False,False,False,False
MPLAD-2024-02946,Construction of Sanitation in District_14,Sanitation,MP_19,Uttar Pradesh,District_14,Agency_1,2023-08-19,2024-04-05,,3415713.14,3481867.66,2418877.04,1241100.24,38.72,35.524703,95.525439,In Progress,False,False,False,False,False
MPLAD-2024-02947,Construction of Sanitation in District_17,Sanitation,MP_34,Karnataka,District_17,Agency_12,2023-09-27,2024-08-14,,4774748.35,4925268.44,4148543.88,3650840.84,75.62,11.896719,79.345327,In Progress,False,False,False,False,False
MPLAD-2024-02948,Construction of Roads in District_15,Roads,MP_40,Uttar Pradesh,District_15,Agency_20,2023-04-22,2024-04-09,,4885179.65,4812457.8,4494421.5,2435729.99,48.93,18.177646,69.496474,In Progress,False,False,False,False,False
MPLAD-2024-02949,Construction of Roads in District_6,Roads,MP_7,Uttar Pradesh,District_6,Agency_20,2023-08-04,2024-04-28,,1476377.32,1431076.93,1315027.75,695032.79,46.61,8.295075,88.173205,In Progress,False,False,False,False,False
MPLAD-2024-02950,Construction of Community Hall in District_5,Community Hall,MP_22,Maharashtra,District_5,Agency_1,2023-11-29,2024-10-08,,3481212.36,3531683.76,2426942.68,1440925.67,42.6,31.522418,72.019443,In Progress,False,False,False,False,False
MPLAD-2024-02951,Construction of Roads in District_15,Roads,MP_15,Karnataka,District_15,Agency_10,2023-10-18,2024-09-09,,2947317.71,2873256.24,1678135.16,1393601.29,48.87,14.269375,76.99,In Progress,False,False,False,False,False
MPLAD-2024-02952,Construction of Education in District_19,Education,MP_23,Gujarat,District_19,Agency_24,2023-09-28,2024-06-19,,4866614.69,5036303.59,4733991.27,3346957.6,19.08,18.926264,70.253647,In Progress,False,False,True,False,False
MPLAD-2024-02953,Construction of Water Supply in District_6,Water Supply,MP_10,Karnataka,District_6,Agency_4,2023-12-13,2024-10-01,,2604277.24,2628752.44,1691791.82,1491446.04,52.78,18.646744,71.622213,In Progress,False,False,False,False,False
MPLAD-2024-02954,Construction of Water Supply in District_9,Water Supply,MP_40,Uttar Pradesh,District_9,Agency_11,2023-10-16,2024-07-11,,2619328.54,2498750.71,1589891.85,1081652.5,43.1,23.767194,75.974743,In Progress,False,False,False,False,False
MPLAD-2024-02955,Construction of Water Supply in District_14,Water Supply,MP_43,Tamil Nadu,District_14,Agency_21,2023-09-09,2024-05-01,2024-08-07,3092165.34,3094949.72,2036752.44,2916792.71,24.85,17.635822,95.472817,Delayed,False,True,True,True,False
MPLAD-2024-02956,Construction of Roads in District_5,Roads,MP_48,Maharashtra,District_5,Agency_26,2023-07-12,2024-03-04,,4380449.65,4591844.81,3885237.67,2603887.48,54.22,27.236217,96.443681,In Progress,False,False,False,False,False
MPLAD-2024-02957,Construction of Health in District_15,Health,MP_14,Karnataka,District_15,Agency_24,2023-04-15,2023-12-23,,3506860.32,3640687.35,2419425.02,1652779.89,49.09,29.949134,96.460899,In Progress,False,False,False,False,False
MPLAD-2024-02958,Construction of Sanitation in District_3,Sanitation,MP_28,Uttar Pradesh,District_3,Agency_22,2023-01-18,2023-12-18,2024-07-05,4099056.84,4077953.13,3121811.82,2825963.86,70.01,15.406524,80.632975,Delayed,False,False,False,True,False
MPLAD-2024-02959,Construction of Water Supply in District_15,Water Supply,MP_14,Maharashtra,District_15,Agency_28,2023-08-18,2024-07-05,,3065263.96,2941647.94,2564767.94,1408594.33,46.97,31.334051,81.55954,In Progress,False,False,False,False,False
MPLAD-2024-02960,Construction of Education in District_17,Education,MP_23,Karnataka,District_17,Agency_20,2023-08-09,2024-02-19,,4368062.08,4298994.86,4207934.18,2500610.31,6.48,33.30037,89.813879,In Progress,False,False,True,False,False
MPLAD-2024-02961,Construction of Roads in District_7,Roads,MP_32,Gujarat,District_7,Agency_4,2023-12-29,2024-12-11,,1927935.35,2021390.4,1518347.31,1408995.1,69.77,21.684363,81.025018,In Progress,False,False,False,False,False
MPLAD-2024-02962,Construction of Sanitation in District_1,Sanitation,MP_19,Maharashtra,District_1,Agency_12,2023-08-03,2024-05-20,,2339501.1,2347385.57,1704852.93,880618.07,35.72,14.180561,93.155632,In Progress,False,False,False,False,False
MPLAD-2024-02963,Construction of Health in District_7,Health,MP_45,Karnataka,District_7,Agency_8,2023-12-31,2024-09-19,,3395479.91,3485012.98,3409782.07,2693106.14,84.74,17.041157,73.401748,In Progress,False,False,False,False,False
MPLAD-2024-02964,Construction of Roads in District_13,Roads,MP_28,Tamil Nadu,District_13,Agency_12,2023-10-05,2024-06-18,2024-06-04,2613239.55,2605608.74,2469285.3,3269274.91,100.0,29.536394,82.669126,Completed,False,True,False,False,False
MPLAD-2024-02965,Construction of Sanitation in District_17,Sanitation,MP_16,Gujarat,District_17,Agency_15,2023-11-07,2024-08-16,,1648527.78,1661191.74,1587596.4,1395783.29,85.48,18.935412,70.522384,In Progress,False,False,False,False,False
MPLAD-2024-02966,Construction of Sanitation in District_13,Sanitation,MP_11,Maharashtra,District_13,Agency_24,2023-10-20,2024-09-29,,2878595.69,2951159.17,2007192.13,1216260.22,15.64,31.825115,86.509993,In Progress,False,False,True,False,False
MPLAD-2024-02967,Construction of Health in District_6,Health,MP_17,Karnataka,District_6,Agency_8,2023-09-28,2024-07-07,,1547133.38,1492196.04,823109.95,639830.94,39.58,32.436189,96.795985,In Progress,False,False,False,False,False
MPLAD-2024-02968,Construction of Health in District_6,Roads,MP_44,Uttar Pradesh,District_4,Agency_12,2023-02-02,2023-08-02,,2465392.74,2453970.54,2100190.41,1935785.1,85.1,32.436289,96.796085,In Progress,False,False,False,False,True
MPLAD-2024-02969,Construction of Health in District_14,Health,MP_40,Tamil Nadu,District_14,Agency_10,2023-01-31,2023-09-22,,4018388.79,4094293.39,2319864.7,3017739.93,77.85,14.34464,93.267341,In Progress,False,True,False,False,False
MPLAD-2024-02970,Construction of Health in District_14,Health,MP_48,Karnataka,District_14,Agency_19,2023-02-11,2023-09-26,,1211887.1,1246085.96,1006724.62,646155.83,16.4,30.688608,95.08307,In Progress,False,False,True,False,False
MPLAD-2024-02971,Construction of Roads in District_19,Roads,MP_44,Uttar Pradesh,District_19,Agency_13,2023-07-29,2024-07-24,,2471098.69,2517065.26,2016944.88,1485162.7,63.61,8.091852,76.181237,In Progress,False,False,False,False,False
MPLAD-2024-02972,Construction of Roads in District_2,Roads,MP_3,Gujarat,District_2,Agency_26,2023-04-24,2023-12-15,,3153108.96,3051671.32,2911090.79,2303889.08,75.16,31.626351,81.0757,In Progress,False,False,False,False,False
MPLAD-2024-02973,Construction of Sanitation in District_13,Sanitation,MP_1,Karnataka,District_13,Agency_4,2023-01-01,2023-07-06,,3234612.05,3073771.29,2098925.54,1180552.66,39.86,21.891782,76.750969,In Progress,False,False,False,False,False
MPLAD-2024-02974,Construction of Water Supply in District_17,Water Supply,MP_1,Uttar Pradesh,District_17,Agency_4,2023-05-31,2024-02-25,,2871329.36,2787954.53,2683527.0,1406940.16,18.15,22.829405,85.949448,In Progress,False,False,True,False,False
MPLAD-2024-02975,Construction of Sanitation in District_12,Sanitation,MP_36,Maharashtra,District_12,Agency_2,2023-11-03,2024-07-15,,2210422.48,2313582.37,1482833.89,1134360.66,53.87,33.551737,83.553565,In Progress,False,False,False,False,False
MPLAD-2024-02976,Construction of Roads in District_13,Roads,MP_41,Uttar Pradesh,District_13,Agency_26,2023-03-03,2024-01-24,2024-05-19,4961498.09,5061407.71,3058862.8,3861014.35,73.76,17.976398,90.053237,Delayed,False,True,False,True,False
MPLAD-2024-02977,Construction of Sanitation in District_18,Sanitation,MP_29,Karnataka,District_18,Agency_3,2023-09-05,2024-03-04,,3337051.71,3182910.86,2987875.58,1892993.26,65.39,35.671531,95.275391,In Progress,False,False,False,False,False
MPLAD-2024-02978,Construction of Sanitation in District_7,Sanitation,MP_46,Uttar Pradesh,District_7,Agency_6,2023-07-07,2024-01-07,,4244510.42,4125924.45,3161763.46,1900018.06,43.84,25.717601,69.184173,In Progress,False,False,False,False,False
MPLAD-2024-02979,Construction of Roads in District_14,Roads,MP_6,Gujarat,District_14,Agency_5,2023-02-08,2023-09-25,,4877834.27,5082056.1,3508569.13,2568062.45,50.19,33.583794,87.969454,In Progress,False,False,False,False,False
MPLAD-2024-02980,Construction of Education in District_19,Education,MP_17,Maharashtra,District_19,Agency_2,2023-09-02,2024-08-20,2025-02-16,2112444.99,2101215.5,1501282.73,1398746.36,62.25,10.597714,93.537946,Delayed,False,False,False,True,False
MPLAD-2024-02981,Construction of Sanitation in District_12,Sanitation,MP_25,Gujarat,District_12,Agency_5,2023-07-24,2024-02-16,2024-06-01,4586743.96,4757251.16,3594048.34,2864043.19,16.2,10.013987,85.279212,Delayed,False,False,True,True,False
MPLAD-2024-02982,Construction of Community Hall in District_2,Community Hall,MP_42,Uttar Pradesh,District_2,Agency_8,2023-07-09,2024-01-23,,1054456.59,1036002.27,1000929.75,637412.45,66.94,15.253885,77.122305,In Progress,False,False,False,False,False
MPLAD-2024-02983,Construction of Roads in District_4,Roads,MP_8,Uttar Pradesh,District_4,Agency_18,2023-02-11,2023-09-10,,3513629.99,3605556.02,2706668.86,2427752.2,7.55,34.74365,73.692926,In Progress,False,False,True,False,False
MPLAD-2024-02984,Construction of Community Hall in District_8,Community Hall,MP_13,Uttar Pradesh,District_8,Agency_2,2023-09-18,2024-07-20,,4536954.98,4491977.05,4116351.32,3302340.78,68.75,34.62338,75.120004,In Progress,False,False,False,False,False
MPLAD-2024-02985,Construction of Roads in District_5,Roads,MP_15,Karnataka,District_5,Agency_4,2023-08-09,2024-06-26,,1976560.47,2038659.83,1127249.69,676255.31,33.2,32.083834,72.277035,In Progress,False,False,False,False,False
MPLAD-2024-02986,Construction of Sanitation in District_1,Sanitation,MP_38,Maharashtra,District_1,Agency_23,2023-10-08,2024-04-17,,3190672.94,3258072.9,3030977.44,2791543.87,90.56,26.932024,80.574982,In Progress,False,False,False,False,False
MPLAD-2024-02987,Construction of Health in District_3,Health,MP_5,Uttar Pradesh,District_3,Agency_5,2023-01-04,2023-11-12,,1448440.62,1478819.8,1473449.69,1225235.7,74.84,22.391539,85.824752,In Progress,False,False,False,False,False
MPLAD-2024-02988,Construction of Roads in District_1,Roads,MP_17,Gujarat,District_1,Agency_9,2023-10-05,2024-09-28,2025-04-03,3758696.8,3841285.08,2992569.36,1797074.26,50.92,28.203328,74.868361,Delayed,False,False,False,True,False
MPLAD-2024-02989,Construction of Roads in District_1,Health,MP_16,Maharashtra,District_18,Agency_9,2023-06-30,2024-01-03,,2289287.33,2385878.7,2251655.35,1536340.24,58.45,28.203428,74.868461,In Progress,False,False,False,False,True
MPLAD-2024-02990,Construction of Community Hall in District_17,Community Hall,MP_3,Tamil Nadu,District_17,Agency_14,2023-06-24,2024-03-31,,3516488.88,3546095.83,2896854.95,2383466.6,60.75,11.047482,78.42502,In Progress,False,False,False,False,False
MPLAD-2024-02991,Construction of Community Hall in District_18,Community Hall,MP_23,Gujarat,District_18,Agency_19,2023-05-21,2023-12-07,,1619439.99,1550665.62,1272293.54,1102953.07,74.72,31.694154,87.30984,In Progress,False,False,False,False,False
MPLAD-2024-02992,Construction of Community Hall in District_10,Community Hall,MP_40,Maharashtra,District_10,Agency_12,2023-08-09,2024-03-21,,3941381.29,3851430.6,3837966.07,2235325.64,54.72,16.378733,96.28464,In Progress,False,False,False,False,False
MPLAD-2024-02993,Construction of Community Hall in District_10,Community Hall,MP_30,Gujarat,District_10,Agency_13,2023-06-26,2024-02-10,2024-07-19,4953154.36,5099219.78,4153461.37,3048757.6,65.42,28.173061,95.397174,Delayed,False,False,False,True,False
MPLAD-2024-02994,Construction of Health in District_5,Health,MP_34,Karnataka,District_5,Agency_21,2023-12-31,2024-10-02,,2266203.2,2228533.19,2066657.66,1172693.3,57.31,22.716756,94.866002,In Progress,False,False,False,False,False
MPLAD-2024-02995,Construction of Roads in District_13,Roads,MP_9,Uttar Pradesh,District_13,Agency_20,2023-07-19,2024-04-23,,2347171.15,2397860.41,1777863.77,1390399.05,14.57,36.046353,88.071057,In Progress,False,False,True,False,False
MPLAD-2024-02996,Construction of Water Supply in District_1,Water Supply,MP_13,Karnataka,District_1,Agency_10,2023-07-24,2024-06-08,,2005275.87,2087427.4,1350596.57,901148.14,39.73,34.099029,76.297249,In Progress,False,False,False,False,False
MPLAD-2024-02997,Construction of Community Hall in District_16,Community Hall,MP_42,Karnataka,District_16,Agency_2,2023-09-12,2024-07-13,,2035670.47,2121222.09,1914961.73,1079053.2,53.61,34.47796,70.276825,In Progress,False,False,False,False,False
MPLAD-2024-02998,Construction of Education in District_12,Education,MP_32,Maharashtra,District_12,Agency_5,2023-03-17,2023-11-22,,4300859.98,4321254.68,3606513.64,2603125.48,62.62,8.988838,90.118495,In Progress,False,False,False,False,False
MPLAD-2024-02999,Construction of Education in District_13,Education,MP_3,Tamil Nadu,District_13,Agency_1,2023-11-14,2024-07-30,,1133374.79,1128308.59,649321.84,565305.07,48.23,21.168713,80.433771,In Progress,False,False,False,False,False
MPLAD-2024-03000,Construction of Water Supply in District_4,Water Supply,MP_24,Uttar Pradesh,District_4,Agency_28,2023-07-04,2024-02-27,,4090007.86,8102896.01,7247871.68,3863686.19,7.51,23.994493,95.465561,In Progress,True,False,True,False,False
MPLAD-2024-03001,Construction of Education in District_17,Education,MP_18,Maharashtra,District_17,Agency_12,2023-11-16,2024-07-11,,1299031.39,1239676.59,716874.4,972412.35,76.86,31.941019,70.086061,In Progress,False,True,False,False,False
MPLAD-2024-03002,Construction of Education in District_4,Education,MP_1,Uttar Pradesh,District_4,Agency_20,2023-05-19,2024-01-20,,1785656.35,3214228.58,2614341.17,2113244.41,60.81,35.370337,77.89028,In Progress,True,False,False,False,False
MPLAD-2024-03003,Construction of Roads in District_3,Roads,MP_18,Tamil Nadu,District_3,Agency_28,2023-09-06,2024-07-13,,3852675.05,7798614.58,4767909.63,4199587.89,57.28,19.486084,85.06962,In Progress,True,False,False,False,False
MPLAD-2024-03004,Construction of Education in District_16,Education,MP_38,Karnataka,District_16,Agency_25,2023-03-18,2023-10-08,,2031302.78,2069867.4,1354755.96,1191962.29,54.33,8.429299,75.786733,In Progress,False,False,False,False,False
MPLAD-2024-03005,Construction of Sanitation in District_8,Sanitation,MP_6,Uttar Pradesh,District_8,Agency_7,2023-09-22,2024-04-09,,1764209.95,1765671.85,1062672.51,896295.66,48.14,28.502077,84.775657,In Progress,False,False,False,False,False
MPLAD-2024-03006,Construction of Roads in District_13,Roads,MP_10,Gujarat,District_13,Agency_28,2023-08-26,2024-07-03,,4944999.43,5192200.43,4853477.07,4086591.37,76.92,29.845025,95.743591,In Progress,False,False,False,False,False
MPLAD-2024-03007,Construction of Water Supply in District_11,Water Supply,MP_24,Uttar Pradesh,District_11,Agency_17,2023-06-27,2024-01-25,,1093510.3,1097656.31,668471.76,502051.94,45.43,24.697289,83.977904,In Progress,False,False,False,False,False
MPLAD-2024-03008,Construction of Health in District_17,Health,MP_35,Gujarat,District_17,Agency_5,2023-11-17,2024-06-22,,4840428.16,4865688.47,4491595.09,2892224.0,58.71,21.641991,76.083113,In Progress,False,False,False,False,False
MPLAD-2024-03009,Construction of Education in District_11,Education,MP_13,Uttar Pradesh,District_11,Agency_11,2023-12-14,2024-10-31,,2519161.05,2543978.08,2009981.51,1580641.23,60.29,17.159113,85.736919,In Progress,False,False,False,False,False
MPLAD-2024-03010,Construction of Health in District_8,Health,MP_17,Maharashtra,District_8,Agency_11,2023-09-19,2024-07-15,,1531446.99,1493625.08,778274.06,414567.05,26.33,8.566349,75.116907,In Progress,False,False,False,False,False
MPLAD-2024-03011,Construction of Water Supply in District_16,Water Supply,MP_28,Karnataka,District_16,Agency_13,2023-10-04,2024-08-18,,3619905.29,3461030.21,2486294.52,2264763.08,69.25,16.857688,94.819359,In Progress,False,False,False,False,False
MPLAD-2024-03012,Construction of Community Hall in District_15,Community Hall,MP_6,Gujarat,District_15,Agency_24,2023-04-17,2023-11-01,2023-10-06,2318585.99,2219470.03,2212873.72,3204261.08,100.0,27.324919,87.465614,Completed,False,True,False,False,False
MPLAD-2024-03013,Construction of Water Supply in District_12,Water Supply,MP_39,Gujarat,District_12,Agency_7,2023-07-22,2024-02-19,2024-04-27,1777928.92,1724599.7,1267219.22,1153432.96,60.33,30.692663,69.668277,Delayed,False,False,False,True,False
MPLAD-2024-03014,Construction of Health in District_9,Health,MP_17,Maharashtra,District_9,Agency_8,2023-07-18,2024-02-03,,2912888.46,6227385.1,5252049.77,2764236.08,10.01,24.931281,69.915321,In Progress,True,False,True,False,False
